Original HS Code,Original HS Classification,Description in Original Classification,Consolidated HS code
731419,1996,Woven cloth :-- Other,731413
731419,2002,Other,731413
731419,2007,"Woven cloth (excl. endless bands for machinery), other than of stainless steel wire",731413
731990,1996,Other,731910
731990,2002,Other,731910
731990,2007,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos & similar articles, for use in the hand, of iron/steel; not elsewhere specified/incld..",731910
732111,1996,Cooking appliances and plate warmers :-- For gas fuel or for both gas and other fuels,732119
732111,2002,For gas fuel or for both gas and other fuels,732119
732111,2007,"Cooking appliances & plate warmers , for gas fuel/for both gas & other fuels.",732119
732113,1996,Cooking appliances and plate warmers :-- For solid fuel,732119
732113,2002,For solid fuel,732119
732181,1996,Other appliances :-- For gas fuel or for both gas and other fuels,732189
732181,2002,For gas fuel or for both gas and other fuels,732189
732181,2007,"Non-electric domestic appliances. & parts thereof , of iron/steel (similar to but excl. those of 7321.11-7321.13), for gas fuel/ for both gas & other fuels.",732189
732183,1996,Other appliances :-- For solid fuel,732189
732183,2002,For solid fuel,732189
740110,1996,Copper mattes,740100
740110,2002,Copper mattes,740100
740120,1996,Cement copper (precipitated copper),740100
740120,2002,Cement copper (precipitated copper),740100
740329,1996,Copper alloys :-- Other copper alloys (other than master alloys of heading No. 74.05),740323
740329,2002,Other copper alloys (other than master alloys of heading 74.05),740323
740329,2007,"Other copper alloys (other than master alloys of heading 74.05), other than copper-zinc alloys(brass),/copper-tin base alloys(bronze).",740323
740729,1996,Of copper alloys :-- Other,740722
740729,2002,Other,740722
740729,2007,"Bars, rods & profiles, of copper alloys (excl. of 7407.21)",740722
741531,1996,Other threaded articles :-- Screws for wood,741533
741532,1996,Other threaded articles :-- Other screws; bolts and nuts,741533
741819,1996,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like :-- Other",741700
741819,2002,Other,741700
741819,2007,"Table, kitchen/other household articles & parts thereof; of copper, other than pot scourers & scouring/polishing pads, gloves & the like",741700
741420,1996,Cloth,741999
741420,2002,Cloth,741999
741490,1996,Other,741999
741490,2002,Other,741999
741600,1996,Copper springs.,741999
741600,2002,Copper springs.,741999
780300,1996,"Lead bars, rods, profiles and wire.",780600
780300,2002,"Lead bars, rods, profiles and wire.",780600
780500,1996,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",780600
780500,2002,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",780600
790700,1996,Other articles of zinc.,790600
790700,2002,Other articles of zinc.,790600
790700,2007,Other articles of zinc.,790600
800400,1996,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm.",800700
800400,2002,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm.",800700
800500,1996,"Tin foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.2 mm; tin powders and flakes.",800700
800500,2002,"Tin foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.2 mm; tin powders and flakes.",800700
800600,1996,"Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",800700
800600,2002,"Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",800700
810194,2002,"Unwrought tungsten, including bars and rods obtained simply by sintering",810191
810194,2007,"Unwrought tungsten (wolfram), incl. bars & rods obt. simply by sintering",810191
810197,2002,Waste and scrap,810191
810197,2007,Tungsten (wolfram) waste & scrap,810191
810193,1996,Other :-- Wire,810196
810294,2002,"Unwrought molybdenum, including bars and rods obtained simply by sintering",810291
810294,2007,"Unwrought molybdenum, incl. bars & rods obt. simply by sintering",810291
810297,2002,Waste and scrap,810291
810297,2007,Molybdenum waste & scrap,810291
810292,1996,"Other :-- Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",810295
810293,1996,Other :-- Wire,810296
810320,2002,"Unwrought tantalum, including bars and rods obtained simply by sintering; powders",810310
810320,2007,"Unwrought tantalum, incl. bars & rods obt. simply by sintering; powders",810310
810330,2002,Waste and scrap,810310
810330,2007,Tantalum waste & scrap,810310
810520,2002,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,810510
810520,2007,Cobalt mattes & other intermediate products of cobalt metallurgy; unwrought cobalt; powders,810510
810530,2002,Waste and scrap,810510
810530,2007,Cobalt waste & scrap,810510
810720,2002,Unwrought cadmium; powders,810710
810720,2007,Unwrought cadmium; powders,810710
810730,2002,Waste and scrap,810710
810730,2007,Cadmium waste & scrap,810710
810820,2002,Unwrought titanium; powders,810810
810820,2007,Unwrought titanium; powders,810810
810830,2002,Waste and scrap,810810
810830,2007,Titanium waste & scrap,810810
810920,2002,Unwrought zirconium; powders,810910
810920,2007,Unwrought zirconium; powders,810910
810930,2002,Waste and scrap,810910
810930,2007,Zirconium waste & scrap,810910
811010,2002,Unwrought antimony; powders,811000
811010,2007,Unwrought antimony; powders,811000
811020,2002,Waste and scrap,811000
811020,2007,Antimony waste & scrap,811000
811090,2002,Other,811000
811090,2007,"Antimony & articles thereof , n.e.s. in 81.10",811000
811212,2002,Unwrought; powders,811211
811212,2007,"Beryllium, unwrought; powders",811211
811213,2002,Waste and scrap,811211
811213,2007,Beryllium waste & scrap,811211
811221,2002,Unwrought; powders,811220
811221,2007,"Chromium, unwrought; powders",811220
811222,2002,Waste and scrap,811220
811222,2007,Chromium waste & scrap,811220
811229,2002,Other,811220
811229,2007,"Chromium & articles thereof , n.e.s. in 81.12",811220
811240,1996,Vanadium,811230
811240,2002,Vanadium,811230
811299,1996,Other,811259
811299,2002,Other,811259
811299,2007,"germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium, & articles of these metals, excl. waste & scrap, powder, unwrought.",811259
811251,2002,Unwrought; powders,811291
811251,2007,"Thallium, unwrought; powders",811291
811252,2002,Waste and scrap,811291
811252,2007,Thallium waste & scrap,811291
811292,2002,Unwrought; waste and scrap; powders,811291
811292,2007,"germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium, & articles of these metals, incl. waste & scrap, powder, unwrought.",811291
841582,1996,"Other :-- Other, incorporating a refrigerating unit",841510
841582,2002,"Other, incorporating a refrigerating unit",841510
841582,2007,"Air-conditioning machines (excl. of 8415.10-8415.81), incorporating a refrigerating unit",841510
841829,1996,"Refrigerators, household type :-- Other",841822
841829,2002,Other,841822
841829,2007,"Refrigerators, household type, excl. compression type.",841822
842119,1996,"Centrifuges, including centrifugal dryers :-- Other",841989
842119,2002,Other,841989
842119,2007,"Other centrifuges, incl. centrifugal dryers, excl. cream separators & clothes-dryers.",841989
842489,1996,Other appliances : Other,841989
842489,2002,Other,841989
842489,2007,"Other mechanical appliances (whether/not hand-operated) for projecting, dispersing/spraying liquids/powders; excl. 8424.10, 8424.20, 8424.30, 8424.81",841989
842839,1996,"Other continuous-action elevators and conveyors, for goods or materials :-- Other",841989
842839,2002,Other,841989
842839,2007,"Other continuous-action elevators & conveyors, for goods/materials, (excl. specially designed for underground use,or bucklet type/belt type).",841989
845610,1996,Operated by laser or other light or photon beam processes,841989
845610,2002,Operated by laser or other light or photon beam processes,841989
845610,2007,"Machine-tools for working any material by removal of material, operated by laser/other light/photon beam processes",841989
845620,1996,Operated by ultrasonic processes,841989
845620,2002,Operated by ultrasonic processes,841989
845620,2007,"Machine-tools for working any material by removal of material, operated by ultrasonic processes",841989
845630,1996,Operated by electro-discharge processes,841989
845630,2002,Operated by electrodischarge processes,841989
845630,2007,"Machine-tools for working any material by removal of material, operated by electro-discharge processes",841989
845690,2007,"Other machine-tools for working any material by removal of material, other than the ones operated by laser/other light/proton beam, ultrasonic,/electro-discharge processes.",841989
845691,1996,Other :-- For dry-etching patterns on semiconductor materials,841989
845691,2002,For dryetching patterns on semiconductor materials,841989
845699,1996,Other,841989
845699,2002,Other,841989
846221,1996,"Bending, folding, straightening or flattening machines (including presses) :-- Numerically controlled",841989
846221,2002,Numerically controlled,841989
846221,2007,"Bending, folding, straightening/flattening machines (incl. presses) , numerically controlled.",841989
846229,1996,"Bending, folding, straightening or flattening machines (including presses) :-- Other",841989
846229,2002,Other,841989
846229,2007,"Bending, folding, straightening/flattening machines (incl. presses) ,other than numerically controlled.",841989
846410,1996,Sawing machines,841989
846410,2002,Sawing machines,841989
846410,2007,Sawing machines,841989
846420,1996,Grinding or polishing machines,841989
846420,2002,Grinding or polishing machines,841989
846420,2007,Grinding/polishing machines.,841989
846490,1996,Other,841989
846490,2002,Other,841989
846490,2007,"Other Machine-tools for working stone, ceramics, concrete, asbestos-cement/like mineral materials/for cold working glass excl. sawing machines/grinding/polishing machines.",841989
846599,1996,Other,841989
846599,2002,Other,841989
846599,2007,"Machine-tools (incl. machines for nailing, stapling, glueing/othw. assembling) for working wood, cork, bone, hard rubber, hard plastics/similar hard materials; other n.e.s. in 84.65",841989
847710,1996,Injection-moulding machines,841989
847710,2002,Injectionmoulding machines,841989
847710,2007,Injection-moulding machines,841989
847720,1996,Extruders,841989
847720,2002,Extruders,841989
847720,2007,Extruders,841989
847730,1996,Blow moulding machines,841989
847730,2002,Blow moulding machines,841989
847730,2007,Blow moulding machines,841989
847740,1996,Vacuum moulding machines and other thermoforming machines,841989
847740,2002,Vacuum moulding machines and other thermoforming machines,841989
847740,2007,Vacuum moulding machines & other thermoforming machines,841989
847759,1996,Other machinery for moulding or otherwise forming :-- Other,841989
847759,2002,Other,841989
847759,2007,"Other machinery for moulding/othw. forming, other than Machinery for moulding/retreading pneumatic tyres/for moulding/othw. forming inner tubes",841989
847780,1996,Other machinery,841989
847780,2002,Other machinery,841989
847780,2007,"Machinery for working rubber/plastics/for the manufacture of products from these materials, not specified/incld. elsewhere in this Ch., Other machinery, n.e.s. in 84.77",841989
847950,1996,"Industrial robots, not elsewhere specified or included",841989
847950,2002,"Industrial robots, not elsewhere specified or included",841989
847950,2007,"Industrial robots, not elsewhere specified/incld.",841989
847989,1996,Other machines and mechanical appliances :-- Other,841989
847989,2002,Other,841989
847989,2007,"Other machines & mechanical appliances, other than Machines & mechanical appliances for treating metal, incl. electric wire coil-winders/Mixing/kneading/crushing/grinding/screening/sifting/homogenising/emulsifying/stirring machines",841989
848071,1996,Moulds for rubber or plastics :-- Injection or compression types,841989
848071,2002,Injection or compression types,841989
848071,2007,"Moulds for rubber/plastics , Injection/compression types",841989
848610,2007,Machines & apparatus for the manufacture of boules/wafers,841989
848620,2007,Machines & apparatus for the manufacture of semiconductor devices/of electronic integrated circuits,841989
848630,2007,Machines & apparatus for the manufacture of flat panel displays,841989
848640,2007,Machines & apparatus specified in Note 9 (C) to this Ch.,841989
842531,1996,Other winches; capstans :-- Powered by electric motor,842520
842531,2002,Powered by electric motor,842520
842531,2007,"Other winches; capstans, powered by electric motor",842520
842539,1996,Other winches; capstans :-- Other,842520
842539,2002,Other,842520
842539,2007,"Other winches; capstans,other than the ones powered by electric motor",842520
842890,1996,Other machinery,842850
842890,2002,Other machinery,842850
842890,2007,"Other lifting, handling, loading/unloading machinery, n.e.s. in 84.28",842850
843062,1996,"Other machinery, not self-propelled :- Scrapers",843069
844210,1996,Phototype-setting and composing machines,844230
844210,2002,Phototypesetting and composing machines,844230
844220,1996,"Machinery, apparatus and equipment for type-setting or composing by other processes, with or without founding device",844230
844220,2002,"Machinery, apparatus and equipment for typesetting or composing by other processes, with or without founding device",844230
844314,2007,"Letterpress printing machinery, reel fed, excl. flexographic printing",844321
844315,2007,"Letterpress printing machinery, other than reel fed, excl. flexographic printing",844329
844316,2007,Flexographic printing machinery,844330
844332,2007,"Other printers, copying machines & facsimile machines, whether/not combined , exclud the ones which perform two/more of the functions of printing, copying/facsimile transmission; capable of connecting to an automatic data processing machine/to",844331
844339,2007,"Other printers, copying machines & facsimile machines, whether/not combined , excl. 8443.31 & 8443.32",844331
844351,1996,Other printing machinery :-- Ink-jet printing machines,844331
844351,2002,Inkjet printing machines,844331
847160,1996,"Input or output units, whether or not containing storage units in the same housing",844331
847160,2002,"Input or output units, whether or not containing storage units in the same housing",844331
847160,2007,"Input/output units, whether/not containing storage units in the same housing",844331
847290,1996,Other,844331
847290,2002,Other,844331
847290,2007,"Other office machines (eg. hectograph/stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting/wrapping machines, pencil-sharpening machines, perforating/stapling machines), exclud.",844331
844317,2007,Gravure printing machinery,844340
844319,1996,Offset printing machinery :-- Other,844359
844319,2002,Other,844359
844319,2007,Offset printing machinery (excl. of 8443.11 & 8443.12),844359
844390,1996,Parts,844360
844390,2002,Parts,844360
844391,2007,"Parts & accessories of printing machinery used for printing by means of plates, cylinders & other printing components of heading 84.42",844360
844399,2007,Other parts & accessories for printing machinery excl. 8443.91,844360
847330,1996,Parts and accessories of the machines of heading No. 84.71,844360
847330,2002,Parts and accessories of the machines of heading 84.71,844360
847330,2007,Parts & accessories of the machines of heading 84.71,844360
847340,1996,Parts and accessories of the machines of heading No. 84.72,844360
847340,2002,Parts and accessories of the machines of heading 84.72,844360
847340,2007,Parts & accessories of the machines of heading 84.72,844360
847350,1996,Parts and accessories equally suitable for use with machines of two or more of the headings Nos. 84.69 to 84.72,844360
847350,2002,Parts and accessories equally suitable for use with machines of two or more of the headings 84.69 to 84.72,844360
847350,2007,Parts & accessories equally suitable for use with machines of two/more of the headings 84.69 to 84.72,844360
844849,1996,Parts and accessories of weaving machines (looms) or of their auxiliary machinery :-- Other,844841
844849,2002,Other,844841
844849,2007,"Other parts & accessories of weaving machines (looms)/of their auxiliary machinery other than reeds for looms, healds & heald-frames.",844841
846110,1996,Planing machines,846190
846911,1996,Automatic typewriters and word-processing machines :-- Word-processing machines,846900
846911,2002,Wordprocessing machines,846900
846912,1996,Automatic typewriters and word-processing machines :-- Automatic typewriters,846900
846912,2002,Automatic typewriters,846900
846920,1996,"Other typewriters, electric",846900
846920,2002,"Other typewriters, electric",846900
846930,1996,"Other typewriters, non-electric",846900
846930,2002,"Other typewriters, nonelectric",846900
847090,1996,Other,847040
847090,2002,Other,847040
847090,2007,"Other electronic calculating machines, n.e.s. in 84.70",847040
847130,1996,"Portable digital automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",847110
847130,2002,"Portable digital automatic data processing machines, weighing not more than 10 kg, consisting of a least a central processing unit, a keyboard and a display",847110
847130,2007,"-  Portable automatic data processing machines, weighing not more than 10 kg, consisting of a least a central processing unit, a keyboard & a display",847110
847141,1996,"Other digital automatic data processing machines :-- Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",847110
847141,2002,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",847110
847141,2007,"Other automatic data processing machines :  Comprising in the same housing at least a central processing unit & an input & output unit, whether/not combined",847110
847149,1996,"Other digital automatic data processing machines :-- Other, presented in the form of systems",847110
847149,2002,"Other, presented in the form of systems",847110
847149,2007,"Other automatic data processing machines , presented in the form of systems.",847110
847150,1996,"Digital processing units other than those of sub-headings 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",847110
847150,2002,"Digital processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",847110
847150,2007,"Processing units other than those of sub-heading 8471.41/8471.49, whether/not containing in the same housing one/two of the following types of unit : storage units, input units, output units",847110
848710,2007,Ships'/boats' propellers & blades therefor,848510
848790,2007,"Machinery parts, not containing electrical connectors, insulators, coils, contacts/other electrical features, not specified/incld. elsewhere in this Ch., other than Ships'/boats' propellers & blades therefor",848590
841990,1996,Parts,848690
841990,2002,Parts,848690
841990,2007,"Parts of machinery, plant/laboratory equipment, whether/not electrically heated (excl. furnaces, ovens & other equipment of heading 85.14), for the treatment of materials by a process involving a change of temperature such as heating, cooking,",848690
842191,1996,"Parts :-- Of centrifuges, including centrifugal dryers",848690
842191,2002,"Of centrifuges, including centrifugal dryers",848690
842191,2007,"Parts of centrifuges, incl. centrifugal dryers.",848690
842490,1996,Parts,848690
842490,2002,Parts,848690
842490,2007,"Parts of mechanical appliances (whether/not hand-operated) for projecting, dispersing/spraying liquids/powders; fire extinguishers, whether/not charged; spray guns & similar appliances; steam/sand blasting machines & similar jet projecting mach",848690
843139,1996,Of machinery of heading No. 84.28 :-- Other,848690
843139,2002,Other,848690
843139,2007,"Other parts suitable for use solely/principally with the machinery (exluding that of 84.25, 84.27, 84.28, & of lifts,skip hoists/escalators).",848690
846610,1996,Tool holders and self-opening dieheads,848690
846610,2002,Tool holders and selfopening dieheads,848690
846610,2007,Tool holders & self-opening dieheads,848690
846620,1996,Work holders,848690
846620,2002,Work holders,848690
846620,2007,Work holders,848690
846630,1996,Dividing heads and other special attachments for machine-tools,848690
846630,2002,Dividing heads and other special attachments for machinetools,848690
846630,2007,Dividing heads & other special attachments for machine-tools,848690
846691,1996,Other :-- For machines of heading No. 84.64,848690
846691,2002,For machines of heading 84.64,848690
846691,2007,Parts & accessories for machines of heading 84.64,848690
846692,1996,Other :-- For machines of heading No. 84.65,848690
846692,2002,For machines of heading 84.65,848690
846692,2007,Parts & accessories for machines of heading 84.65,848690
846693,1996,Other :-- For machines of headings Nos. 84.56 to 84.61,848690
846693,2002,For machines of headings 84.56 to 84.61,848690
846693,2007,Parts & accessories for machines of heading 84.56 to 84.61,848690
846694,1996,Other :-- For machines of heading No. 84.62 or 84.63,848690
846694,2002,For machines of heading 84.62 or 84.63,848690
846694,2007,Parts & accessories for machines of heading 84.62 to 84.63,848690
847790,1996,Parts,848690
847790,2002,Parts,848690
847790,2007,"Parts of Machinery for working rubber/plastics/for the manufacture of products from these materials, not specified/incld. elsewhere in this Ch..",848690
847990,1996,Parts,848690
847990,2002,Parts,848690
847990,2007,"Parts of Machines & mechanical appliances having individual functions, not specified/incld. elsewhere in this Ch..",848690
850590,1996,"Other, including parts",850530
850590,2002,"Other, including parts",850530
850590,2007,"Other, incl. parts of electro-magnets; electro-magnetic/permanent magnet chucks, clamps & similar holding devices; electro-magnetic lifting heads",850530
850811,2007,"Vacuum cleaners, with self-contained electric motor,  Of a power not > 1,500 W & having a dust bag/other receptacle capacity not > 20 l",850910
850819,2007,"Vacuum cleaners, with self-contained electric motor, other than of 8508.11",850910
850920,1996,Floor polishers,850980
850920,2002,Floor polishers,850980
850930,1996,Kitchen waste disposers,850980
850930,2002,Kitchen waste disposers,850980
850870,2007,Parts of vacuum cleaners,850990
851718,2007,"Other telephone sets, incl. telephones for cellular networks/for other wireless networks, other than 8517.11 & 8517.12",851712
851719,1996,Telephone sets; videophones :-- Other,851712
851719,2002,Other,851712
851722,1996,Facsimile machines and teleprinters :-- Teleprinters,851712
851722,2002,Teleprinters,851712
851730,1996,Telephonic or telegraphic switching apparatus,851712
851730,2002,Telephonic or telegraphic switching apparatus,851712
851750,1996,"Other apparatus, for carrier-current line systems or for digital line systems",851712
851750,2002,"Other apparatus, for carriercurrent line systems or for digital line systems",851712
851761,2007,"Base stations for transmission/reception of voice, images/other data, incl. apparatus for communication in a wired/wireless network (such as a local/wide area network)",851712
851762,2007,"Machines for the reception, conversion & transmission/regeneration of voice, images/other data, incl. switching & routing apparatus",851712
851769,2007,"Other apparatus for transmission/reception of voice, images/other data, incl. apparatus for communication in a wired/wireless network (such as a local/wide area network) , other than 8517.61 & 8517.62",851712
851780,1996,Other apparatus,851712
851780,2002,Other apparatus,851712
852510,1996,Transmission apparatus,851712
852510,2002,Transmission apparatus,851712
852520,1996,Transmission apparatus incorporating reception apparatus,851712
852520,2002,Transmission apparatus incorporating reception apparatus,851712
852530,1996,Television cameras,851712
852530,2002,Television cameras,851712
852540,1996,Still image video cameras and other video camera recorders,851712
852540,2002,Still image video cameras and other video camera recorders; digital cameras,851712
852550,2007,Transmission apparatus for radio-broadcasting/television,851712
852560,2007,Transmission apparatus for radio-broadcasting/televison incorporating reception apparatus,851712
852580,2007,"Television cameras, digital cameras & video camera recorders",851712
852790,1996,Other apparatus,851712
852790,2002,Other apparatus,851712
851790,1996,Parts,851770
851790,2002,Parts,851770
852990,1996,Other,851770
852990,2002,Other,851770
852990,2007,"Other parts suitable for use solely/principally with the apparatus of headings 85.25 to 85.28., other than aerials & aerial reflectors of all kinds",851770
851920,2007,"Apparatus operated by coins, banknotes, bank cards, tokens/by other means of payment",851910
851921,1996,Other record-players :-- Without loudspeaker,851910
851921,2002,Without loudspeaker,851910
851929,1996,Other record-players :-- Other,851910
851929,2002,Other,851910
851940,1996,Transcribing machines,851910
851940,2002,Transcribing machines,851910
851981,2007,"Other sound recording/reproducing apparatus, using magnetic, optical/semiconductor media, other than 8519.20, 8519.30, 8519.50",851910
851989,2007,"Other sound recording/reproducing apparatus,  other n.e.s. in Ch. 85.19",851910
851992,1996,Other sound reproducing apparatus :-- Pocket-size cassette-players,851910
851992,2002,Pocketsize cassetteplayers,851910
851993,1996,"Other sound reproducing apparatus :-- Other, cassette-type",851910
851993,2002,"Other, cassettetype",851910
851999,1996,Other sound reproducing apparatus :-- Other,851910
851999,2002,Other,851910
852010,1996,Dictating machines not capable of operating without an external source of power,851910
852010,2002,Dictating machines not capable of operating without an external source of power,851910
852032,1996,Other magnetic tape recorders incorporating sound reproducing apparatus :-- Digital audio type,851910
852032,2002,Digital audio type,851910
852033,1996,"Other magnetic tape recorders incorporating sound reproducing apparatus :-- Other, cassette-type",851910
852033,2002,"Other, cassettetype",851910
852039,1996,Other magnetic tape recorders incorporating sound reproducing apparatus :-- Other,851910
852039,2002,Other,851910
852090,1996,Other,851910
852090,2002,Other,851910
851931,1996,Turntables (record-decks) :-- With automatic record changing mechanism,851930
851931,2002,With automatic record changing mechanism,851930
851939,1996,Turntables (record-decks) :- Other,851930
851939,2002,Other,851930
851950,2007,Telephone answering machines,852020
852312,1996,Magnetic tapes :-- Of a width exceeding 4 mm but not exceeding 6.5 mm,852311
852312,2002,Of a width exceeding 4 mm but not exceeding 6.5 mm,852311
852313,1996,Magnetic tapes :-- Of a width exceeding 6.5 mm,852311
852313,2002,Of a width exceeding 6.5 mm,852311
852320,1996,Magnetic discs,852311
852320,2002,Magnetic discs,852311
852329,2007,"Magnetic media for the recording of sound/of other phenomena, but excl. products of Ch. 37., other than cards incorporating a magnetic stripe",852311
852340,2007,"Optical media for the recording of sound/of other phenomena, but excl. products of Ch. 37.",852311
852351,2007,"Semi-conductor media, solid-state non-volatile storage devices, for the recording of sound/of other phenomena, but excl. products of Ch. 37.",852311
852359,2007,"Other semi-conductor media, for the recording of sound/of other phenomena, but excl. products of Ch. 37., other than Smart Cards & Solid-state non-volatile storage devices",852311
852380,2007,"Discs, tapes, solid-state non-volatile storage devices, smart cards & other media for the recording of sound/of other phenomena, whether/not recorded, incl. matrices & masters for the production of discs, but excl. products of Ch.37., other n.e",852311
852390,1996,Other,852311
852390,2002,Other,852311
852410,1996,Gramophone records,852311
852410,2002,Gramophone records,852311
852431,1996,Discs for laser reading systems :-- For reproducing phenomena other than sound or image,852311
852431,2002,For reproducing phenomena other than sound or image,852311
852432,1996,Discs for laser reading systems :-- For reproducing sound only,852311
852432,2002,For reproducing sound only,852311
852439,1996,Discs for laser reading systems :-- Other,852311
852439,2002,Other,852311
852440,1996,Magnetic tapes for reproducing phenomena other than sound or image,852311
852440,2002,Magnetic tapes for reproducing phenomena other than sound or image,852311
852451,1996,Other magnetic tapes :-- Of a width not exceeding 4 mm,852311
852451,2002,Of a width not exceeding 4 mm,852311
852452,1996,Other magnetic tapes :-- Of a width exceeding 4 mm but not exceeding 6.5 mm,852311
852452,2002,Of a width exceeding 4 mm but not exceeding 6.5 mm,852311
852453,1996,Other magnetic tapes :-- Of a width exceeding 6.5 mm,852311
852453,2002,Of a width exceeding 6.5 mm,852311
852491,1996,Other :-- For reproducing phenomena other than sound or image,852311
852491,2002,For reproducing phenomena other than sound or image,852311
852499,1996,Other,852311
852499,2002,Other,852311
854381,1996,Other machines and apparatus :-- Proximity cards and tags,852311
854381,2002,Proximity cards and tags,852311
852330,1996,Cards incorporating a magnetic stripe,852321
852330,2002,Cards incorporating a magnetic stripe,852321
852460,1996,Cards incorporating a magnetic stripe,852321
852460,2002,Cards incorporating a magnetic stripe,852321
854290,1996,Parts,852352
854290,2002,Parts,852352
854290,2007,Parts of electronic integrated  circuits,852352
854340,1996,Electric fence energisers,852352
854340,2002,Electric fence energisers,852352
854370,2007,"Other machines & apparatus for electrical machines & apparatus, other than than machines & apparatus for electroplating/ electrolysis/electrophoresis/signal generators/particle accelerators.",852352
854389,1996,Other machines and apparatus :-- Other,852352
854389,2002,Other,852352
854390,1996,Parts,852352
854390,2002,Parts,852352
854390,2007,"Parts of electrical machines & apparatus, having individual functions, not specified/incld. elsewhere in this Ch..",852352
852791,2007,"Other reception apparatus for radio-broadcasting, combined with sound recording/reproducing apparatus.",852731
852792,2007,"Other reception apparatus for radio-broadcasting, not combined with sound recording/reproducing apparatus but combined with a clock.",852732
852799,2007,"Other reception apparatus for radio-broadcasting, excl. 8527.91 & 8527.92",852739
852813,1996,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Black and white or other monochrome",852812
852813,2002,Black and white or other monochrome,852812
852871,2007,"Reception apparatus for televison, Not designed to incorporate a video display/screen",852812
852872,2007,"Other colour reception apparatus for television, whether/not incorporating radio-broadcast receivers/sound/video recording/reproducing apparatus,",852812
852873,2007,"Other reception apparatus for television, whether/not incorporating radio-broadcast receivers/sound/video recording/reproducing apparatus, black & white/other monochrome.",852812
852822,1996,Video monitors :-- Black and white or other monochrome,852821
852822,2002,Black and white or other monochrome,852821
852849,2007,"Other cathode-ray tube monitors , not of a kind solely/principally used in an automatic data processing system of heading 84.71",852821
852859,2007,"Other monitors, not of a kind solely/principally used in an automatic data processing system of heading 84.71",852821
852869,2007,"Projectors, not of a kind solely/principally used in an automatic data processing system of heading 84.71",852830
854212,1996,Monolithic digital integrated circuits :-- Cards incorporating an electronic integrated circuit (smart cards),854210
854229,2002,Other,854221
854230,1996,Other monolithic integrated circuits,854221
854231,2007,"Electronic integrated  circuits, processors & controllers, whether/not combined with memories, converters, logic circuits, amplifiers, clock & timing circuits,/other circuits",854221
854232,2007,"Electronic integrated  circuits, memories",854221
854233,2007,"Electronic integrated  circuits, qmplifiers",854221
854239,2007,"Other Electronic integrated  circuits, other than Amplifiers/Memories/Processors & controllers",854221
854240,1996,Hybrid integrated circuits,854221
854260,2002,Hybrid integrated circuits,854221
854890,1996,Other,854221
854890,2002,Other,854221
854890,2007,"Other electrical parts of machinery/apparatus, not specified/incld. elsewhere in this Ch., other than waste & scrap of primary cells/primary batteries & electric accumulators/ spent primary cells/ spent primary batteries & spent electric accumu",854221
854310,2007,"Particle accelerators for electrical machines & apparatus, having individual functions, not specified/incld. elsewhere in this Ch",854319
854441,1996,"Other electric conductors, for a voltage not exceeding 80 V :-- Fitted with connectors",854442
854441,2002,Fitted with connectors,854442
854451,1996,"Other electric conductors, for a voltage exceeding 80 V but not exceeding 1,000 V :-- Fitted with connectors",854442
854451,2002,Fitted with connectors,854442
854449,1996,"Other electric conductors, for a voltage not exceeding 80 V :-- Other",854459
854449,2002,Other,854459
854449,2007,"Other electric conductors, for a voltage not > 1,000 V, not fitted with connectors",854459
860691,1996,Other :-- Covered and closed,860620
860691,2002,Covered and closed,860620
860691,2007,"Covered & closed railway/tramway goods vans & wagons, not self-propelled.",860620
870831,1996,Brakes and servo-brakes and parts thereof :-- Mounted brake linings,870830
870831,2002,Mounted brake linings,870830
870839,1996,Brakes and servo-brakes and parts thereof :-- Other,870830
870839,2002,Other,870830
870850,1996,"Drive-axles with differential, whether or not provided with other transmission components",870840
870850,2002,"  Driveaxles with differential, whether or not provided with other transmission components",870840
